time,temp1,temp2,temp3,temp4,Mode1_f0,Mode1_ql,Mode1_c1,Mode1_c2,Mode2_f0,Mode2_ql,Mode2_c1,Mode2_c2,Mode3_f0,Mode3_ql,Mode3_c1,Mode3_c2,Mode4_f0,Mode4_ql,Mode4_c1,Mode4_c2
484.619193,502.456,60.211,500.424,16.6371,7095336698,62512.69768,0.00704002,0.059356078,7295274048,93439.4487,0.009913554,0.065636158,7848820363,46858.44329,0.007638093,0.062481083,8029470338,62940.87655,0.029005384,0.049445682
489.809435,502.506,60.356,500.474,16.7386,7095336465,62436.83878,0.007361092,0.059314713,7295273854,93365.87351,0.009594,0.065687457,7848820305,46218.27147,0.009497759,0.06238955,8029472337,62706.07706,0.020493698,0.049426062
494.973258,502.462,60.5003,500.422,16.8389,7095336499,62760.87229,0.007038637,0.059255494,7295273704,93447.03774,0.009463696,0.065562136,7848819275,46352.65966,0.010042493,0.062437749,8029470748,63216.00311,0.021972413,0.049420165
500.183863,502.424,60.6417,500.403,16.9397,7095336023,63082.01754,0.006196845,0.059157169,7295273362,93164.53011,0.009203365,0.065582822,7848819338,46435.42377,0.007997888,0.062420452,8029471153,63547.17381,0.020414396,0.049434525
505.379354,502.404,60.7827,500.402,17.0375,7095335371,62785.99553,0.006574675,0.059259481,7295273282,93301.27442,0.009064668,0.065523926,7848819201,46434.93301,0.011067814,0.06236708,8029470857,62277.3955,0.024198989,0.049392926
510.590829,502.333,60.9268,500.32,17.1392,7095335580,62900.40812,0.006462284,0.059146809,7295273196,93115.55704,0.009465942,0.065618092,7848818588,46191.20915,0.009791917,0.062295177,8029471341,63566.92982,0.025108977,0.049395603
515.793014,502.378,61.0685,500.375,17.2411,7095335173,62811.47578,0.006188048,0.059104104,7295272924,93286.94058,0.009584018,0.06549013,7848819857,46095.74674,0.006785284,0.062214971,8029470485,63897.68611,0.027986409,0.049343902
521.004212,502.5,61.2072,500.487,17.3414,7095335482,62732.81339,0.006754151,0.059115961,7295272681,92945.05734,0.009487657,0.065516213,7848819013,46049.57281,0.009258283,0.062260533,8029470825,62771.4521,0.023098746,0.049308919
526.225557,502.679,61.35,500.657,17.4413,7095335077,62355.29324,0.006676113,0.059025392,7295272431,93125.06789,0.009131208,0.065451134,7848817708,46430.67932,0.009045701,0.06229774,8029471424,62901.36959,0.025645876,0.049344468
531.427882,502.859,61.4916,500.847,17.5423,7095334740,62945.61634,0.006326419,0.058942445,7295272410,92884.736,0.009368617,0.065455585,7848817638,45969.63777,0.007587173,0.062182459,8029469399,63259.59168,0.026344461,0.049307714
